globaleventid,eventtimedate,mentiontimedate,mentiontype,mentionsourcename,mentionidentifier,sentenceid,actor1charoffset,actor2charoffset,actioncharoffset,inrawtext,confidence,mentiondoclen,mentiondoctone,mentiondoctranslationinfo,extras
669670803,20170701234500,20170701234500,1,china.org.cn,http://arabic.china.org.cn/txt/2017-07/02/content_41135791.htm,2,58,97,65,1,100,1819,0.37174721189591,srclc:ara;eng:GT-ARA 1.0,
669670804,20170701234500,20170701234500,1,china.org.cn,http://arabic.china.org.cn/txt/2017-07/02/content_41135791.htm,5,939,973,966,1,100,1819,0.37174721189591,srclc:ara;eng:GT-ARA 1.0,
669471714,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/Tableacordo.awp?AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,4,1527,-1,1487,0,40,2823,0.0,srclc:por;eng:GT-POR 1.0,
669471714,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/TableComunicado.awp?AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,6,1894,-1,1854,0,40,3195,-0.3921568627451,srclc:por;eng:GT-POR 1.0,
669471714,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/TableDiscurso.awp?AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,6,2249,-1,2209,0,40,3548,0.35778175313059,srclc:por;eng:GT-POR 1.0,
669471714,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/Tableestatutos1.awp?AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,4,1548,-1,1508,0,40,2841,-0.42553191489361,srclc:por;eng:GT-POR 1.0,
669471714,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/PagNewsletform.awp?AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,4,1402,-1,1362,0,40,2678,-0.45045045045045,srclc:por;eng:GT-POR 1.0,
669477337,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/PrincipNouvP0.awp?AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,43,20748,-1,20763,0,40,25850,-0.22929936305732002,srclc:por;eng:GT-POR 1.0,
669477337,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/PrincipNouvP0.awp?LIEN_TWITTER&AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,43,20748,-1,20763,0,40,25850,-0.22929936305732002,srclc:por;eng:GT-POR 1.0,
669472356,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/affiartinouv4.awp?pArticle=10879&AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,2,336,-1,351,0,80,1281,4.34782608695652,srclc:por;eng:GT-POR 1.0,
669477338,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/affiartinouv4.awp?pArticle=12364&AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,2,1042,-1,1049,0,20,17211,-0.15408320493066,srclc:por;eng:GT-POR 1.0,
669477339,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/PrincipNouvP0.awp?AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,4,1408,-1,1415,0,20,25850,-0.22929936305732002,srclc:por;eng:GT-POR 1.0,
669477339,20170701000000,20170701234500,1,unitaangola.org,http://www.unitaangola.org/PT/PrincipNouvP0.awp?LIEN_TWITTER&AWPIDA93CD5D0=72EA5168D8B73B78759EDB15551D59210B11467B,4,1408,-1,1415,0,20,25850,-0.22929936305732002,srclc:por;eng:GT-POR 1.0,
669670805,20170701234500,20170701234500,1,albayan.ae,http://www.albayan.ae/across-the-uae/news-and-reports/2017-07-02-1.2992815,7,1628,-1,1639,1,60,3719,7.7071290944123305,srclc:ara;eng:GT-ARA 1.0,
669670806,20170701234500,20170701234500,1,albayan.ae,http://www.albayan.ae/across-the-uae/news-and-reports/2017-07-02-1.2992815,7,1628,-1,1639,0,40,3719,7.7071290944123305,srclc:ara;eng:GT-ARA 1.0,
669494846,20170701011500,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,233,65666,65763,65719,0,80,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669612708,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,71,20871,20968,20924,0,20,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669612709,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,209,59136,59233,59189,0,40,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669612710,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,228,63982,64079,64035,0,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669612712,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,11,4182,4279,4235,0,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669612713,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,233,65666,65741,65697,1,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669612714,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,216,61357,61454,61410,0,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669594009,20170701133000,20170701234500,1,albayan.ae,http://www.albayan.ae/economy/local-market/2017-07-02-1.2992557,1,41,-1,62,1,100,813,-6.25,srclc:ara;eng:GT-ARA 1.0,
669670807,20170701234500,20170701234500,1,albayan.ae,http://www.albayan.ae/across-the-uae/news-and-reports/2017-07-02-1.2992800,3,323,382,394,0,40,2833,2.45098039215686,srclc:ara;eng:GT-ARA 1.0,
669670808,20170701234500,20170701234500,1,albayan.ae,http://www.albayan.ae/across-the-uae/news-and-reports/2017-07-02-1.2992800,3,323,382,413,0,40,2833,2.45098039215686,srclc:ara;eng:GT-ARA 1.0,
669660180,20170701220000,20170701234500,1,akhbaralasr.net,http://www.akhbaralasr.net/world-news/news18944,9,805,838,826,0,40,2268,-3.51437699680511,srclc:ara;eng:GT-ARA 1.0,
669670809,20170701234500,20170701234500,1,albayan.ae,http://www.albayan.ae/across-the-uae/news-and-reports/2017-07-02-1.2992800,3,323,354,367,1,60,2833,2.45098039215686,srclc:ara;eng:GT-ARA 1.0,
669670810,20170701234500,20170701234500,1,albayan.ae,http://www.albayan.ae/across-the-uae/news-and-reports/2017-07-02-1.2992800,3,323,354,380,1,60,2833,2.45098039215686,srclc:ara;eng:GT-ARA 1.0,
669670811,20170701234500,20170701234500,1,albayan.ae,http://www.albayan.ae/economy/local-market/2017-07-02-1.2992823,1,612,-1,630,1,100,1191,4.24242424242424,srclc:ara;eng:GT-ARA 1.0,
669670812,20170701234500,20170701234500,1,ambito.com,http://www.ambito.com/888505-candidatos-de-unidad-ciudadana-en-campana-por-la-provincia-de-buenos-aires,16,3404,-1,3342,0,40,4124,-2.86532951289398,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669542675,20170701063000,20170701234500,1,tvshow.com.uy,http://www.tvshow.com.uy/farandula/cande-tinelli-denuncio-agresion-chofer.html,1,6,-1,16,0,40,1068,-1.6129032258064602,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670813,20170701234500,20170701234500,1,ambito.com,http://www.ambito.com/888505-candidatos-de-unidad-ciudadana-en-campana-por-la-provincia-de-buenos-aires,18,4071,4095,4086,0,40,4124,-2.86532951289398,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670814,20170701234500,20170701234500,1,ambito.com,http://www.ambito.com/888505-candidatos-de-unidad-ciudadana-en-campana-por-la-provincia-de-buenos-aires,7,1695,1714,1705,0,20,4124,-2.86532951289398,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670815,20170701234500,20170701234500,1,ambito.com,http://www.ambito.com/888505-candidatos-de-unidad-ciudadana-en-campana-por-la-provincia-de-buenos-aires,7,1678,1697,1688,0,20,4124,-2.86532951289398,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669531290,20170701050000,20170701234500,1,lapagina.com.sv,http://www.lapagina.com.sv/internacionales/129655/2017/07/01/Papa-Francisco-cambia-al-encargado-de-la-doctrina-del-Vaticano-,5,1002,-1,1031,1,80,2177,-5.35211267605634,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669629722,20170701173000,20170701234500,1,lapagina.com.sv,http://www.lapagina.com.sv/internacionales/129655/2017/07/01/Papa-Francisco-cambia-al-encargado-de-la-doctrina-del-Vaticano-,5,1002,-1,1046,0,20,2177,-5.35211267605634,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670816,20170701234500,20170701234500,1,hs.fi,http://www.hs.fi/paakirjoitukset/art-2000005275845.html,1,63,-1,85,1,100,1094,-2.8248587570621497,srclc:fin;eng:GT-FIN 1.0,
669670817,20170701234500,20170701234500,1,lesoir.be,http://www.lesoir.be/102567/article/2017-07-01/charles-michel-salue-le-role-crucial-joue-par-helmut-kohl-sur-la-scene,4,336,376,392,0,20,1249,1.52284263959391,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670818,20170701234500,20170701234500,1,lesoir.be,http://www.lesoir.be/102567/article/2017-07-01/charles-michel-salue-le-role-crucial-joue-par-helmut-kohl-sur-la-scene,4,336,359,374,1,60,1249,1.52284263959391,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670819,20170701234500,20170701234500,1,lesoir.be,http://www.lesoir.be/102567/article/2017-07-01/charles-michel-salue-le-role-crucial-joue-par-helmut-kohl-sur-la-scene,1,0,-1,15,1,100,1249,1.52284263959391,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669633809,20170701174500,20170701234500,1,lesoir.be,http://www.lesoir.be/102567/article/2017-07-01/charles-michel-salue-le-role-crucial-joue-par-helmut-kohl-sur-la-scene,2,108,-1,123,1,100,1249,1.52284263959391,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670820,20170701234500,20170701234500,1,alkhaleej.ae,http://www.alkhaleej.ae/alkhaleej/page/08c0eecf-91a4-44b5-9017-44b1dbdc3c58,1,5,36,13,1,100,3440,-1.87891440501044,srclc:ara;eng:GT-ARA 1.0,
669670821,20170701234500,20170701234500,1,latercera.com,http://www.latercera.com/noticia/oposicion-boliviana-duda-de-la-inocencia-de-los-9-funcionarios-detenidos-en-chile/,1,11,75,20,1,100,975,-7.185628742514971,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670822,20170701234500,20170701234500,1,latercera.com,http://www.latercera.com/noticia/oposicion-boliviana-duda-de-la-inocencia-de-los-9-funcionarios-detenidos-en-chile/,2,93,157,102,1,80,975,-7.185628742514971,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670823,20170701234500,20170701234500,1,latercera.com,http://www.latercera.com/noticia/oposicion-boliviana-duda-de-la-inocencia-de-los-9-funcionarios-detenidos-en-chile/,2,93,156,101,0,20,975,-7.185628742514971,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670824,20170701234500,20170701234500,1,ecodiario.eleconomista.es,http://ecodiario.eleconomista.es/internacional/noticias/8470365/07/17/Bolivia-responde-a-EEUU-que-turitas-aumentaron-pese-a-pedido-de-visas.html,7,955,912,944,0,10,1586,-3.90625,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670825,20170701234500,20170701234500,1,ecodiario.eleconomista.es,http://ecodiario.eleconomista.es/internacional/noticias/8470365/07/17/Bolivia-responde-a-EEUU-que-turitas-aumentaron-pese-a-pedido-de-visas.html,7,932,912,922,1,60,1586,-3.90625,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670826,20170701234500,20170701234500,1,ecodiario.eleconomista.es,http://ecodiario.eleconomista.es/internacional/noticias/8470365/07/17/Bolivia-responde-a-EEUU-que-turitas-aumentaron-pese-a-pedido-de-visas.html,7,955,912,944,0,10,1586,-3.90625,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670827,20170701234500,20170701234500,1,ecodiario.eleconomista.es,http://ecodiario.eleconomista.es/internacional/noticias/8470365/07/17/Bolivia-responde-a-EEUU-que-turitas-aumentaron-pese-a-pedido-de-visas.html,3,179,226,187,1,100,1586,-3.90625,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669584789,20170701120000,20170701234500,1,folhavitoria.com.br,http://www.folhavitoria.com.br/politica/noticia/2017/07/de-tornozeleira-ex-deputado-flagrado-com-mala-de-dinheiro-chega-a-sua-casa-em-area-nobre-de-brasilia.html,1,93,-1,61,1,100,1496,-0.42918454935622996,srclc:por;eng:GT-POR 1.0,
669670828,20170701234500,20170701234500,1,jmonline.com.br,"http://jmonline.com.br/novo/?noticias,6,POL%CDTICA,142000",6,2139,2095,2147,0,60,4302,1.669449081803,srclc:por;eng:GT-POR 1.0,
669670829,20170701234500,20170701234500,1,observador.pt,http://observador.pt/especiais/o-jornalista-que-passou-cinco-anos-a-procura-da-biblia-mais-antiga-do-mundo/,50,24722,24753,24766,1,60,42271,-0.38276155372838,srclc:por;eng:GT-POR 1.0,
669636667,20170701181500,20170701234500,1,univision.com,http://www.univision.com/noticias/narcotrafico/la-policia-de-brasil-detiene-a-uno-de-los-mayores-narcotraficantes-de-america-latina,2,100,154,107,1,100,1703,-2.1582733812949697,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670830,20170701234500,20170701234500,1,univision.com,http://www.univision.com/noticias/narcotrafico/la-policia-de-brasil-detiene-a-uno-de-los-mayores-narcotraficantes-de-america-latina,1,14,49,21,1,100,1703,-2.1582733812949697,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669472481,20170701000000,20170701234500,1,indiatimes.com,http://navbharattimes.indiatimes.com/state/punjab-and-haryana/hisar/strike-of-petrol-pump-operators/articleshow/59392471.cms,3,567,-1,625,1,100,897,-4.5454545454545405,srclc:hin;eng:GT-HIN 1.0,
669670831,20170701234500,20170701234500,1,newspettacolo.com,http://www.newspettacolo.com/news/view/193119-16_festival_internazionale_sul_filo_del_circo_parco,8,4089,-1,4103,1,100,10041,3.27552986512524,srclc:ita;eng:GT-ITA 1.0,
669490260,20170701010000,20170701234500,1,lasprovincias.es,http://www.lasprovincias.es/sociedad/explotacion-cadena-20170701000531-ntvo.html,22,5583,-1,5602,1,100,8720,-2.8122956180510097,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669612781,20170701153000,20170701234500,1,efe.com,https://www.efe.com/efe/brasil/tecnologia/ucrania-aponta-russia-como-responsavel-por-recente-ciberataque-global/50000245-3313840,8,1676,-1,1725,1,80,2027,-5.57377049180328,srclc:por;eng:GT-POR 1.0,
669670832,20170701234500,20170701234500,1,wakionline.com,http://www.wakionline.com/economy/78295.html,3,1070,-1,1080,1,100,2649,2.30179028132993,srclc:ara;eng:GT-ARA 1.0,
669586035,20170701121500,20170701234500,1,aleqtisady.com,http://www.aleqtisady.com/saudiarabia/tw-1009776,4,1001,-1,1007,1,100,1198,-8.823529411764712,srclc:ara;eng:GT-ARA 1.0,
669472494,20170701000000,20170701234500,1,247.libero.it,http://247.libero.it/focus/34779180/1/varsavia-findelmonani-honoris-causa/,1,76,-1,86,1,100,518,1.1627906976744198,srclc:ita;eng:GT-ITA 1.0,
669490267,20170701010000,20170701234500,1,alghad.com,http://www.alghad.com/articles/1693322-%D8%A7%D9%84%D8%A8%D9%86%D9%88%D9%83-%D8%A3%D9%85%D8%A7%D9%85-%D8%AA%D8%AD%D8%AF-%D8%AC%D8%AF%D9%8A%D8%AF?s=ea39cd9035b326adfa788c999742dce5,6,2008,-1,2040,1,100,2814,-4.816513761467889,srclc:ara;eng:GT-ARA 1.0,
669670833,20170701234500,20170701234500,1,lopinion.ma,http://www.lopinion.ma/def.asp?codelangue=23&id_info=56629,14,2740,-1,2729,1,100,4093,1.62241887905604,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670834,20170701234500,20170701234500,1,source-7.com,http://www.source-7.com/Msr/756813.html,4,1346,-1,1363,1,100,2744,1.77215189873418,srclc:ara;eng:GT-ARA 1.0,
669670835,20170701234500,20170701234500,1,taringa.net,https://www.taringa.net/posts/noticias/19935626/Confirman-la-fusion-de-Cablevision-y-Telecom.html,12,3907,-1,3974,1,100,14557,0.5826050769871,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669664453,20170701230000,20170701234500,1,libyaakhbar.com,http://www.libyaakhbar.com/libya-news/370302.html,3,346,-1,318,1,100,1233,-6.32183908045977,srclc:ara;eng:GT-ARA 1.0,
669658440,20170701214500,20170701234500,1,alghad.com,http://www.alghad.com/articles/1693232-%D8%B4%D8%B1%D9%83%D8%A9-%D8%B3%D8%B1%D9%89-%D8%AA%D8%A8%D8%AF%D8%A3-%D9%85%D8%B4%D8%B1%D9%88%D8%B9%D8%A7-%D8%B9%D9%82%D8%A7%D8%B1%D9%8A%D8%A7-%D8%B6%D8%AE%D9%85%D8%A7?s=ea39cd9035b326adfa788c999742dce5,1,233,-1,210,1,100,1943,0.71942446043166,srclc:ara;eng:GT-ARA 1.0,
669559333,20170701091500,20170701234500,1,tvzvezda.ru,http://tvzvezda.ru/news/vstrane_i_mire/content/201707020039-ntdo.htm,1,286,-1,354,1,100,1355,-1.78571428571428,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669538849,20170701054500,20170701234500,1,taringa.net,https://www.taringa.net/posts/noticias/19935626/Confirman-la-fusion-de-Cablevision-y-Telecom.html,20,5488,-1,5562,1,100,14557,0.5826050769871,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670836,20170701234500,20170701234500,1,observador.pt,http://observador.pt/especiais/o-jornalista-que-passou-cinco-anos-a-procura-da-biblia-mais-antiga-do-mundo/,17,8153,-1,8205,1,100,42271,-0.38276155372838,srclc:por;eng:GT-POR 1.0,
669477441,20170701000000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KJsCvHa793273752711aKJsCvH,6,2688,-1,2707,1,100,2996,-0.21929824561404002,srclc:ara;eng:GT-ARA 1.0,
669670837,20170701234500,20170701234500,1,lasprovincias.es,http://www.lasprovincias.es/sociedad/explotacion-cadena-20170701000531-ntvo.html,14,3220,-1,3228,1,100,8720,-2.8122956180510097,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669477442,20170701000000,20170701234500,1,globo.com,http://g1.globo.com/rs/rio-grande-do-sul/noticia/qual-e-o-preco-dessa-vida-desabafa-irma-de-comerciante-morto-em-assalto-em-carazinho.ghtml,2,138,-1,155,1,100,1577,-7.6,srclc:por;eng:GT-POR 1.0,
669664458,20170701230000,20170701234500,1,thunertagblatt.ch,http://www.thunertagblatt.ch/ausland/amerika/Nun-geht-auch-in-Las-Vegas-das-Gras-legal-ueber-den-Tisch/story/12904072,4,1996,-1,2006,1,100,3909,0.45454545454545,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669670838,20170701234500,20170701234500,1,odatv.com,http://odatv.com/sen-sirketler-icin-calisirsin-cenazeni-yine-koyluler-kaldirir-0207171200.html,1,889,947,926,1,100,6628,-4.41176470588235,srclc:tur;eng:GT-TUR 1.0,
669670839,20170701234500,20170701234500,1,almasryalyoum.com,http://www.almasryalyoum.com/news/details/1156185,7,3283,3357,3318,1,100,3641,4.19161676646707,srclc:ara;eng:GT-ARA 1.0,
669584826,20170701120000,20170701234500,1,elnahar-news.com,http://www.elnahar-news.com/egypt/487838.html,7,3163,3237,3198,1,100,3477,4.35684647302904,srclc:ara;eng:GT-ARA 1.0,
669670840,20170701234500,20170701234500,1,dn.pt,http://www.dn.pt/portugal/interior/quase-570-milhoes-poupados-com-11-medidas-do-simplex-8604748.html,1,329,179,190,1,100,3935,2.26876090750436,srclc:por;eng:GT-POR 1.0,
669670841,20170701234500,20170701234500,1,kp.kg,http://www.kp.kg/online/news/2793826/,9,949,999,980,1,100,1145,1.59574468085107,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669670842,20170701234500,20170701234500,1,dn.pt,http://www.dn.pt/portugal/interior/quase-570-milhoes-poupados-com-11-medidas-do-simplex-8604748.html,1,329,179,196,1,100,3935,2.26876090750436,srclc:por;eng:GT-POR 1.0,
669670843,20170701234500,20170701234500,1,lasprovincias.es,http://www.lasprovincias.es/sociedad/explotacion-cadena-20170701000531-ntvo.html,30,7936,7840,7905,1,100,8720,-2.8122956180510097,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669624758,20170701164500,20170701234500,1,libyaakhbar.com,http://www.libyaakhbar.com/libya-news/370302.html,2,159,103,129,1,100,1233,-6.32183908045977,srclc:ara;eng:GT-ARA 1.0,
669646682,20170701200000,20170701234500,1,rr.sapo.pt,http://rr.sapo.pt/noticia/87723/chefe_de_estado_maior_do_exercito_exonerou_chefias_militares_de_tancos,2,76,141,116,1,100,3546,-2.8790786948176605,srclc:por;eng:GT-POR 1.0,
669670844,20170701234500,20170701234500,1,alkhaleej.ae,http://www.alkhaleej.ae/alkhaleej/page/f45233b1-bbf0-421b-9c9e-adc129d301fa,2,822,755,714,1,100,1946,4.296875,srclc:ara;eng:GT-ARA 1.0,
669670845,20170701234500,20170701234500,1,estrategiaynegocios.net,http://www.estrategiaynegocios.net/centroamericaymundo/1085629-330/unos-51-pa%C3%ADses-a%C3%BAn-restringen-importaci%C3%B3n-de-carne-brasile%C3%B1a,8,2394,2453,2462,1,100,2517,-3.22580645161291,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670846,20170701234500,20170701234500,1,news1.kr,http://news1.kr/articles/?3035031,2,826,-1,844,1,100,2212,-2.09580838323354,srclc:kor;eng:GT-KOR 1.0,
669670847,20170701234500,20170701234500,1,odatv.com,http://odatv.com/sen-sirketler-icin-calisirsin-cenazeni-yine-koyluler-kaldirir-0207171200.html,10,6218,-1,6253,1,100,6628,-4.41176470588235,srclc:tur;eng:GT-TUR 1.0,
669670848,20170701234500,20170701234500,1,odatv.com,http://odatv.com/deniz-cakirdan-dans-sovu-0107171200.html,2,670,-1,705,1,100,989,4.51612903225807,srclc:tur;eng:GT-TUR 1.0,
669670849,20170701234500,20170701234500,1,odatv.com,http://odatv.com/bodrumda-korkutan-yangin-0207171200.html,5,1818,-1,1853,1,100,2138,-5.607476635514019,srclc:tur;eng:GT-TUR 1.0,
669670850,20170701234500,20170701234500,1,odatv.com,http://odatv.com/akpli-baskana-silahli-saldiri-0207171200.html,5,744,-1,779,1,100,1030,-6.53594771241832,srclc:tur;eng:GT-TUR 1.0,
669670851,20170701234500,20170701234500,1,odatv.com,http://odatv.com/bir-yobaz-katliami-madimak-0207171200.html,10,7358,-1,7393,1,100,7957,-3.46248969497114,srclc:tur;eng:GT-TUR 1.0,
669670851,20170701234500,20170701234500,1,odatv.com,http://odatv.com/sivas-katliamini-bir-de-menekseden-dinleyin-0207171200.html,6,1442,-1,1477,1,100,1771,-6.4150943396226205,srclc:tur;eng:GT-TUR 1.0,
669670852,20170701234500,20170701234500,1,odatv.com,http://odatv.com/suriyeli-aileye-linc-girisimi-0107171200.html,3,867,-1,902,1,100,1160,-4.02298850574713,srclc:tur;eng:GT-TUR 1.0,
669670852,20170701234500,20170701234500,1,odatv.com,http://odatv.com/yuzde-5-buyume-ne-kadar-iyi-bir-haber-0107171200.html,8,7428,-1,7463,1,100,7962,1.32231404958677,srclc:tur;eng:GT-TUR 1.0,
669670852,20170701234500,20170701234500,1,odatv.com,http://odatv.com/bu-fotograf-tartisma-cikardi-0107171200.html,5,1207,-1,1242,1,100,1520,-1.2,srclc:tur;eng:GT-TUR 1.0,
669670853,20170701234500,20170701234500,1,radiomundial.com.ve,http://www.radiomundial.com.ve/article/ascendidos-139-oficiales-de-la-fuerza-armada-nacional-bolivariana,1,539,432,454,1,60,1682,2.7667984189723303,srclc:spa;eng:GT-SPA 1.0,
669484665,20170701003000,20170701234500,1,multi-news.gr,http://www.multi-news.gr/proto-thema-mpono-sto-terastio-parti-gia-150a-genethlia-tou-kanada/,3,880,-1,893,1,100,1323,5.26315789473684,srclc:ell;eng:GT-ELL 1.0,
669670854,20170701234500,20170701234500,1,nacion.com,http://www.nacion.com/mundo/avanzado-matrimonio-homosexual-mundo_0_1643235713.html,6,1418,-1,1428,1,100,3046,6.90376569037657,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670855,20170701234500,20170701234500,1,ici.radio-canada.ca,http://ici.radio-canada.ca/nouvelle/1043061/immigration-hemmingford-manifestation-refugies,2,393,367,327,0,40,2518,-3.9312039312039397,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670856,20170701234500,20170701234500,1,msn.com,http://www.msn.com/es-es/noticias/virales/borja-thyssen-pobre-ni%C3%B1o-rico/ar-BBDvWJH,2,376,494,436,1,100,6402,-0.45454545454545,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669660218,20170701220000,20170701234500,1,thunertagblatt.ch,http://www.thunertagblatt.ch/sonntagszeitung/Rambomaessiger-Flug-eines-RegaKaderpiloten/story/27809012,10,2725,2710,2720,1,100,5657,-1.8338727076591101,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669660218,20170701220000,20170701234500,1,tagesanzeiger.ch,http://www.tagesanzeiger.ch/sonntagszeitung/dny/Rambomaessiger-Flug-eines-RegaKaderpiloten/story/27809012,10,2710,2695,2705,1,100,5810,-2.00210748155954,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669660218,20170701220000,20170701234500,1,tagesanzeiger.ch,http://www.tagesanzeiger.ch/sonntagszeitung/Rambomaessiger-Flug-eines-RegaKaderpiloten/story/27809012,10,2710,2695,2705,0,60,5795,-2.00633579725449,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669670857,20170701234500,20170701234500,1,tagesanzeiger.ch,http://www.tagesanzeiger.ch/sonntagszeitung/Rambomaessiger-Flug-eines-RegaKaderpiloten/story/27809012,10,2710,2695,2705,1,40,5795,-2.00633579725449,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
